Date	TheAllstateCorporation_ALL_	VanguardTotalBondMarketIndexFund_BND_	BitcoinUSDPrice_BTCUSD_	IntelCorporation_INTC_	CoffeeFutures_KC_F_	NextEraEnergy_Inc__NEE_	NVIDIACorporation_NVDA_	Silver_SI_F_	SyscoCorporation_SYY_	UnitedHealthGroupIncorporated_UNH_	WalmartInc__WMT_	ExxonMobilCorporation_XOM_
2017-01-23	74.15	81.03	910.7	36.77	155.4	29.7	2.63	17.15	53.52	159.07	22.22	84.97
2017-01-24	74.47	80.91	887	37.62	152.35	29.7	2.68	17.15	53.52	160.43	22.47	85.09
2017-01-25	75.39	80.67	896.01	37.8	152.9	29.76	2.69	16.94	53.05	161.24	22.3	85.34
2017-01-26	75.81	80.7	917.02	37.56	151.45	29.69	2.74	16.81	53.03	162.75	22.24	85.6
2017-01-27	75.59	80.79	922.63	37.98	152.4	30.34	2.79	17.1	52.7	162.99	21.89	85.51
2017-01-30	75.61	80.77	923.23	37.42	151.15	30.61	2.75	17.12	52.74	162.09	22.14	84.86
2017-01-31	75.21	80.94	970.01	36.82	149.55	30.93	2.73	17.51	52.46	162.1	22.25	83.89
2017-02-01	75.24	80.63	992.39	36.52	150.15	30.66	2.85	17.42	52.05	162.71	22.08	82.94
2017-02-02	77.4	80.68	1008.38	36.68	145.95	30.87	2.88	17.4	52.38	160.76	22.23	83.45
2017-02-03	77.48	80.7	1018.01	36.52	146.25	31.05	2.86	17.45	52.54	161.87	22.17	83.54
2017-02-06	78.08	80.95	1022.58	36.27	144.2	30.97	2.93	17.67	51.2	160.51	22.13	83.31
2017-02-07	78.12	81.08	1053.95	36.35	142.6	31.08	2.98	17.73	52.23	160.53	22.3	82.77
2017-02-08	77.99	81.3	1056.7	36.38	142.9	31.58	2.97	17.68	51.83	160.31	22.6	81.48
2017-02-09	78.35	81.08	994.24	35.46	145.2	31.16	2.91	17.72	52.25	160.44	23.03	81.84
2017-02-10	78.88	81.06	1001.98	35.34	145.75	31.37	2.84	17.91	52.62	160.75	22.67	82.52
2017-02-13	79.61	80.97	1002.82	35.8	144.25	31.5	2.71	17.8	52.81	161.99	22.59	83
2017-02-14	79.8	80.8	1013.92	35.93	143.65	31.5	2.72	17.87	52.73	163.13	22.89	82.82
2017-02-15	80.71	80.67	1014.53	36.05	144.5	31.32	2.73	17.95	52.75	164.29	22.9	83.16
2017-02-16	80.8	80.82	1038.94	36.41	146.3	31.55	2.68	18.06	52.63	163.65	22.96	82.3
2017-02-17	80.44	81.01	1057.3	36.48	147.8	31.72	2.68	18.02	52.35	157.62	23.12	81.76
2017-02-21	80.62	81	1128.31	36.52	150.35	32.07	2.78	17.99	52.81	160.57	23.82	81.89
2017-02-22	80.58	81.05	1128.72	36.07	149.2	32.11	2.77	17.94	52.75	160.57	23.9	80.93
2017-02-23	80.55	81.2	1186.9	36.18	147.85	32.29	2.51	18.11	52.89	162.6	23.77	81.78
2017-02-24	80.91	81.5	1186.91	36.53	144.4	32.74	2.54	18.33	53.2	163.06	24.13	81.08
2017-02-27	81.34	81.33	1195.81	36.51	139.1	32.47	2.61	18.35	52.85	165.38	23.91	81.54
2017-02-28	82.16	81.27	1195.08	36.2	140.7	32.75	2.54	18.42	52.72	165.38	23.64	81.32
2017-03-01	82.69	80.78	1230	35.93	142.65	32.35	2.57	18.44	53.15	167.94	23.48	83.02
2017-03-02	81.75	80.63	1269.17	35.91	142.2	32.74	2.48	17.7	52.78	167.31	23.59	83.3
2017-03-03	81.86	80.69	1292.86	35.9	141.25	32.7	2.46	17.7	52.19	168.2	23.34	82.46
2017-03-06	81.34	80.64	1284.99	35.57	139.65	32.66	2.44	17.73	52.16	168.7	23.29	82.83
2017-03-07	81.46	80.49	1237.36	35.8	139	32.66	2.47	17.49	52.3	168.3	23.29	82.52
2017-03-08	81.13	80.3	1150.22	35.62	140.05	32.36	2.46	17.26	52.33	167.91	23.27	81.03
2017-03-09	81.57	80.05	1197.3	35.82	138.75	32.19	2.46	16.99	52.42	168.01	23.29	81.67
2017-03-10	82.05	80.21	1109.02	35.91	139.65	32.52	2.48	16.88	52.16	169.98	23.37	81.61
2017-03-13	82.1	80.05	1245.49	35.16	140.5	32.62	2.55	16.93	51.88	170.21	23.32	81.42
2017-03-14	82.18	80.04	1247.82	35.18	139.6	32.64	2.54	16.89	51.87	169.06	23.57	80.99
2017-03-15	82.62	80.54	1263.01	35.1	139.2	32.98	2.56	16.89	52.58	171.78	23.53	82
2017-03-16	82.89	80.42	1175.11	35.14	139.75	32.48	2.6	17.3	52.31	171.3	23.48	82.07
2017-03-17	82.85	80.58	1069.57	35.27	140.8	32.56	2.65	17.38	52.74	169.7	23.3	82
2017-03-20	82.37	80.74	1044.97	35.43	144	32.47	2.74	17.4	52.12	168	23.33	82
2017-03-21	81.69	80.93	1114.42	35.04	143.5	32.96	2.65	17.55	51.8	167.7	23.3	81.83
2017-03-22	81.38	81.04	1034.57	35.37	141.7	33.1	2.7	17.55	52.53	167.03	23.42	81.76
2017-03-23	81.26	81	1025.14	35.27	140.5	33.02	2.68	17.56	52.65	165.29	23.29	81.86
2017-03-24	80.99	80.98	934.87	35.16	137.6	33.2	2.69	17.72	52.81	165	23.2	81.23
2017-03-27	81.09	81.15	1042.08	35.39	139.2	32.78	2.71	18.08	52.04	164.6	23.22	81.25
2017-03-28	81.89	81	1045.39	35.6	138.85	32.82	2.69	18.23	52.2	165.35	23.44	81.84
2017-03-29	81.39	81.16	1043.27	35.57	139.3	32.64	2.68	18.23	51.81	163.44	23.58	82.02
2017-03-30	81.64	81.03	1042.34	35.75	139.3	32.03	2.74	18.18	52.02	164.99	23.86	83.7
2017-03-31	81.49	81.08	1088.99	36.07	139.3	32.09	2.72	18.24	51.92	164.01	24.03	82.01
2017-04-03	81.32	81.2	1152.44	36.16	137.85	32.18	2.71	18.19	51.69	165.59	23.94	82.07
2017-04-04	81.63	81.11	1143.99	36.28	137.75	32.39	2.52	18.3	51.61	164.97	24	82.37
2017-04-05	81.42	81.18	1132.99	36.22	137.3	32.66	2.5	18.17	51.56	165.37	23.88	82.53
2017-04-06	81.44	81.21	1192.3	36.03	137.75	32.44	2.52	18.23	51.64	165.34	23.81	83.01
2017-04-07	81.11	81.03	1193.99	36.03	140.05	32.23	2.51	18.13	51.79	166.02	24.3	82.76
2017-04-10	81.36	81.11	1210	35.8	139.85	32.36	2.44	17.89	52.03	165.48	24.35	83.13
2017-04-11	81.17	81.37	1223.99	35.74	140.2	32.33	2.45	18.23	52.08	165.83	24.48	82.84
2017-04-12	80.97	81.56	1214.17	35.63	138.3	32.63	2.43	18.28	52.21	165.56	24.48	82.97
2017-04-13	80.58	81.68	1177.05	35.25	138.9	32.69	2.39	18.49	51.9	164.96	24.38	81.69
2017-04-17	81.5	81.63	1189.91	35.48	141.1	32.73	2.48	18.49	52.12	167.18	24.5	81.58
2017-04-18	80.31	81.92	1201.94	35.77	142.9	32.99	2.48	18.25	52.4	168.59	24.63	81.05
2017-04-19	79.75	81.77	1214.21	35.91	138	32.88	2.49	18.14	52.11	169.25	24.69	80.49
2017-04-20	80.15	81.66	1236.15	36.18	131.65	32.72	2.53	17.99	52.45	171.54	24.93	81.01
2017-04-21	79.73	81.68	1249.99	36.32	129.85	33.26	2.54	17.83	52.2	171.16	24.98	80.69
2017-04-24	80.9	81.57	1257.29	36.75	129.5	33.19	2.57	17.85	52.86	172.33	24.93	81.11
2017-04-25	81.22	81.32	1281.16	36.87	129.9	33.23	2.62	17.58	53.13	174.04	25.02	81.73
2017-04-26	81.8	81.4	1298.44	36.93	128.15	33.21	2.6	17.35	53.21	174.38	25.14	81.4
2017-04-27	81.98	81.46	1349.26	37.43	127.1	33.38	2.64	17.26	53.43	174.63	25.15	81.26
2017-04-28	81.29	81.55	1353.34	36.15	131.05	33.39	2.61	17.19	52.87	174.88	25.06	81.65
2017-05-01	81.5	81.23	1436.5	36.31	133.6	33.26	2.67	16.78	52.85	174.59	25.08	82.06
2017-05-02	81.83	81.37	1471.99	36.97	134	33.51	2.59	16.77	52.87	174.14	25.17	82.05
2017-05-03	84.93	81.28	1533	36.98	135	33.34	2.61	16.49	52.91	172.54	25.25	82.7
2017-05-04	85.57	81.19	1563.39	36.85	132.7	33.59	2.6	16.24	54.6	174.02	25.45	81.64
2017-05-05	85.45	81.24	1551.3	36.82	133.1	33.58	2.6	16.22	55.31	174.12	25.5	82.02
2017-05-08	84.77	81.1	1713	36.54	134.55	33.74	2.57	16.2	54.9	174.44	25.37	82.89
2017-05-09	84.17	81.06	1720.43	36.37	132.8	33.44	2.57	16.01	54.91	173.24	25.57	82.31
2017-05-10	84.29	81.05	1794.99	36.01	134.3	33.54	3.03	16.15	54.54	173.39	25.57	81.91
2017-05-11	83.91	81.11	1837.93	35.69	131.9	33.66	3.16	16.21	55.01	173.32	25.38	82.61
2017-05-12	84.13	81.35	1695.61	35.53	132.6	33.89	3.2	16.35	53.95	171.81	25.24	82.55
2017-05-15	84.53	81.33	1747.81	35.63	131.25	34.03	3.36	16.56	54.04	171.53	25.43	82.8
2017-05-16	84.33	81.41	1777.48	35.82	129.25	33.98	3.42	16.69	54.19	168.12	25.04	82.55
2017-05-17	84.36	81.85	1813.23	35.04	132.2	34.11	3.19	16.85	54.4	168.86	25.04	81.99
2017-05-18	84.72	81.78	1899.16	35.22	127.4	34.24	3.33	16.62	54.43	171.45	25.85	81.75
2017-05-19	84.13	81.83	1976.23	35.4	132.1	34.32	3.4	16.75	54.58	172.59	26.26	81.93
2017-05-22	84.79	81.76	2123.29	35.77	130.6	34.59	3.47	17.14	54.95	174.7	26.18	82.29
2017-05-23	85.4	81.59	2272.75	35.86	130.25	34.74	3.43	17.09	54.23	175.22	26.16	82.58
2017-05-24	85.81	81.76	2432.97	36.12	128.55	35.04	3.46	17.08	54.22	175.59	26.05	82.29
2017-05-25	86.28	81.76	2355	36.26	129.3	35.17	3.46	17.15	54.28	178.05	26.1	81.75
2017-05-26	86.5	81.8	2272.7	36.26	131.2	35.18	3.55	17.28	54.43	177.5	26.04	81.55
2017-05-30	86	81.92	2191.58	36.18	132.1	35.16	3.62	17.39	54.2	176.59	26.05	81.1
2017-05-31	86.34	81.96	2303.29	36.11	129.35	35.36	3.61	17.37	54.56	175.18	26.2	80.5
2017-06-01	86.94	81.81	2419.99	36.12	127.7	35.48	3.61	17.24	55.4	179.58	26.6	80.7
2017-06-02	86.67	82.08	2478.99	36.32	125.55	35.68	3.59	17.49	55.73	179.39	26.54	79.5
2017-06-05	86.61	81.95	2698	36.34	128.45	35.46	3.7	17.55	55.47	179.37	26.75	80.12
2017-06-06	85.82	82.1	2871.29	36.13	125.55	35.48	3.68	17.68	55.1	180.82	26.31	81.21
2017-06-07	85.87	81.99	2685.64	36.26	125.75	35.65	3.73	17.59	54.75	183.21	26.38	80.91
2017-06-08	86.56	81.93	2799.73	36.48	126.35	35.36	4	17.38	54.99	181.69	26.31	80.62
2017-06-09	87.37	81.86	2811.39	35.71	126.55	35.06	3.74	17.19	55.19	181.46	26.47	82.13
2017-06-12	87.92	81.84	2655.71	35.73	127.6	34.85	3.75	16.91	55.32	179.25	26.41	82.93
2017-06-13	87.97	81.86	2709.01	35.88	126.4	34.99	3.79	16.74	55.38	181.05	26.51	82.96
2017-06-14	88.82	82.16	2432.21	35.53	125.55	35.29	3.79	17.11	55.42	182.36	26.63	82.07
2017-06-15	89.79	82.07	2409.98	35.31	125.8	35.47	3.81	16.69	55.53	180.38	26.3	82.26
2017-06-16	89.82	82.16	2480.43	35.21	123.55	35.71	3.79	16.64	54.38	181.63	25.08	83.49
2017-06-19	89.41	82.04	2596.98	35.51	124.2	35.6	3.93	16.48	54.5	183.02	25.17	82.76
2017-06-20	89.26	82.16	2725.08	34.86	121.95	35.49	3.93	16.4	53.86	183.27	25.18	82.31
2017-06-21	89.24	82.2	2643.35	34.58	119.35	35.27	3.99	16.35	53.35	184.92	25.41	81.44
2017-06-22	88.31	82.23	2679.99	34.36	113.45	35.4	3.96	16.49	52.78	186.5	25.17	81.08
2017-06-23	88.08	82.25	2690.76	34.19	119.95	35.78	3.85	16.63	49.92	185.25	24.95	81.61
2017-06-26	88.42	82.34	2407.91	34.07	121.95	36.06	3.8	16.56	49.95	185.12	25.17	81.24
2017-06-27	88.17	82.06	2575.75	33.65	122.75	35.57	3.66	16.58	49.27	184.6	25.34	81.11
2017-06-28	88.58	82.06	2553.12	34.2	122.75	35.26	3.79	16.72	49.87	185.7	25.5	81.53
2017-06-29	88.13	81.89	2530	33.54	124.75	34.99	3.67	16.59	49.86	185.27	25.31	80.7
2017-06-30	88.44	81.83	2455.19	33.74	124.05	35.03	3.61	16.57	50.33	185.42	25.23	80.73
2017-07-03	88.63	81.5	2542.41	33.46	125.85	34.91	3.48	16.04	50.54	186.65	25.12	82.1
2017-07-05	88.81	81.55	2616.96	34.34	127.65	34.71	3.58	15.84	49.38	188.25	25.11	80.85
2017-07-06	88.72	81.36	2604.84	33.63	126.75	34.89	3.59	15.93	49.11	186.94	25.16	80.12
2017-07-07	89.19	81.34	2501.15	33.88	126.55	35.12	3.67	15.37	49.45	187.96	25.11	80.22
2017-07-10	88.85	81.38	2331.05	33.65	126.25	35.26	3.84	15.58	49.37	186.95	24.41	80.16
2017-07-11	87.94	81.46	2310.01	33.92	124.45	35.19	3.9	15.7	49.24	185.95	24.49	80.6
2017-07-12	88.2	81.65	2383.42	34.25	126	35.2	4.06	15.84	50.2	186.69	24.65	80.96
2017-07-13	88.6	81.62	2340	34.24	129.35	35.15	4.02	15.64	50.39	185.48	25.02	80.97
2017-07-14	89.05	81.65	2217.24	34.68	131.7	35.42	4.12	15.88	50.57	186.9	25.45	81.28
2017-07-17	88.49	81.76	2235.19	34.47	131.55	35.24	4.11	16.05	50.72	186.35	25.46	80.86
2017-07-18	88.88	81.95	2308.15	34.53	131.9	35.37	4.15	16.22	50.39	186.85	25.4	80.6
2017-07-19	89.25	81.96	2258.99	34.56	131.2	35.45	4.13	16.25	51	189.19	25.29	80.85
2017-07-20	89.22	82.01	2873.48	34.75	135	35.87	4.19	16.3	50.82	191.5	25.34	80.86
2017-07-21	89.16	82.1	2657.45	34.73	136.55	36.09	4.2	16.41	51.08	191.78	25.38	80.12
2017-07-24	89.77	82.06	2762.26	34.5	132.55	35.79	4.15	16.4	51.55	190.89	25.63	79.87
2017-07-25	90.21	81.75	2564	34.67	130.6	35.78	4.13	16.5	51.97	190.4	26.17	80.27
2017-07-26	89.4	81.95	2525.99	34.75	134.8	36.37	4.18	16.42	52.11	190.75	26.3	80.37
2017-07-27	89.68	81.85	2664.99	34.97	135.95	36.16	4.04	16.53	52.56	188.93	26.59	80.83
2017-07-28	90.5	82	2786.07	35.31	137.85	36.28	4.11	16.66	52.25	191.15	26.6	79.6
2017-07-31	91	81.99	2856.88	35.47	139.25	36.52	4.06	16.75	52.62	191.81	26.66	80.04
2017-08-01	91	81.98	2732.59	36.35	137.85	36.64	4.11	16.73	52.58	192.23	26.83	80.17
2017-08-02	94.16	81.93	2699.9	36.64	140.35	36.69	4.11	16.7	52.68	193	26.84	80.6
2017-08-03	93.93	82.1	2787.02	36.49	140.2	36.89	4.16	16.59	52.1	194.77	26.96	80.49
2017-08-04	94.22	81.97	2857.34	36.3	140.15	36.69	4.18	16.22	52.33	194.88	26.83	80.21
2017-08-07	94.24	82	3398.23	36.43	142.05	36.77	4.31	16.22	52.48	194.78	27.09	80.16
2017-08-08	94.21	81.89	3422.43	36.41	142.75	36.84	4.26	16.36	52.08	194.9	27.2	79.96
2017-08-09	94.7	81.95	3342.8	36.59	142.65	36.81	4.3	16.83	51.32	194.83	27.2	80.21
2017-08-10	94.16	82.07	3444.98	36.14	138.5	36.93	4.12	17.04	50.87	192.57	26.89	78.97
2017-08-11	93.95	82.14	3656.15	35.87	140.3	36.8	3.9	17.04	51.58	193.02	26.8	78.21
2017-08-14	94.42	82.08	4320.6	36.34	136.95	37.02	4.21	17.09	51.09	193.71	26.9	78.23
2017-08-15	94.38	81.94	4159.93	36	132	37.26	4.17	16.69	51.59	194.5	26.92	78.04
2017-08-16	94.38	82.06	4370.01	35.81	130.95	37.49	4.13	16.92	51.19	193.77	26.99	77.47
2017-08-17	93.33	82.21	4280.01	35.17	128.45	37.15	4.04	17.03	51.19	192.7	26.57	76.26
2017-08-18	92.92	82.17	4101.72	35.01	128.05	37.48	4.04	16.98	51.17	190.82	26.44	76.64
2017-08-21	92.72	82.21	4002	34.92	126.4	37.61	3.98	17	51.17	192.03	26.57	76.38
2017-08-22	93.77	82.11	4092	34.65	125.85	37.71	4.06	16.96	51.61	194.79	26.67	76.74
2017-08-23	93.18	82.35	4143.49	34.66	126.25	37.41	4.14	17.03	51.66	194.24	26.65	76.61
2017-08-24	91.54	82.23	4312.03	34.71	126.7	37.33	4.13	16.95	51.22	194.75	26.11	76.33
2017-08-25	92.02	82.33	4360	34.67	130.2	37.53	4.1	17.04	52.32	194.36	26.21	76.72
2017-08-28	90.65	82.37	4384.99	34.65	129.9	37.72	4.12	17.43	52.14	195.09	26.01	76.47
2017-08-29	90.82	82.46	4599	34.73	127.3	37.68	4.12	17.42	52.29	196.73	26.26	76.45
2017-08-30	90.07	82.45	4581.98	34.89	126.95	37.66	4.14	17.4	52.71	195.88	26.18	76.1
2017-08-31	90.5	82.52	4743.94	35.07	128.15	37.63	4.24	17.48	52.67	198.9	26.02	76.33
2017-09-01	89.78	82.21	4947.99	35.09	127.75	37.54	4.26	17.72	52.97	199.75	26.12	76.57
2017-09-05	86.49	82.55	4432.51	35.02	126.5	37.57	4.15	17.84	53.02	199.31	26.6	77.18
2017-09-06	87.5	82.41	4616.18	35.76	126.6	37.06	4.15	17.82	52.91	198.38	26.69	78.78
2017-09-07	86.45	82.67	4624.18	35.54	127.9	37.37	4.16	18.02	53.11	198.17	26.71	79.03
2017-09-08	89.61	82.58	4350	35.19	129.4	37.07	4.09	18.03	52.92	197.75	26.29	78.82
2017-09-11	91.23	82.33	4210.72	35.77	130.6	37.85	4.22	17.81	53.29	199.58	26.36	79.25
2017-09-12	91.87	82.21	4164.52	36.09	133.8	37.28	4.24	17.8	52.85	197.47	26.54	79.5
2017-09-13	90.94	82.11	3855.32	36.33	136.6	37.05	4.26	17.77	53.49	198.33	26.62	79.77
2017-09-14	90.5	82.16	3250.4	36.48	135.85	37.39	4.24	17.7	52.68	197.73	26.56	80.09
2017-09-15	90.88	82.17	3740.02	37	140	37.52	4.5	17.61	53.66	198.18	26.79	80.07
2017-09-18	90.48	82.11	4100	37	138.95	37.08	4.69	17.07	53.93	198.19	26.67	80.09
2017-09-19	91.14	82.05	3910.11	37.23	133.95	36.98	4.68	17.19	53.92	194.65	26.68	80.22
2017-09-20	91.38	81.98	3872.06	37.07	136.55	36.69	4.65	17.25	54.39	195.75	26.83	80.55
2017-09-21	90.67	81.96	3617.47	37.2	135	36.7	4.52	16.94	53.87	195.21	26.67	79.89
2017-09-22	90.53	82.04	3619.01	37.18	134.45	36.59	4.47	16.9	53.37	193.03	26.51	79.92
2017-09-25	91.04	82.22	3919.78	37.16	131.55	36.71	4.28	17.06	54.09	191.75	26.38	80.98
2017-09-26	90.73	82.18	3885.09	37.47	132.25	36.92	4.3	16.8	54.11	192.7	26.46	80.89
2017-09-27	90.89	81.93	4200	37.54	129.35	36.56	4.39	16.75	54.13	194.49	26.43	81.43
2017-09-28	91.29	81.95	4189.42	37.83	128.5	36.75	4.39	16.77	54.05	196.1	26.32	82.19
2017-09-29	91.91	81.96	4156.99	38.08	128.05	36.64	4.47	16.61	53.95	195.85	26.05	81.98
2017-10-02	92.38	81.76	4392.71	39.04	127.2	36.69	4.47	16.58	53.98	197.44	26.15	81.63
2017-10-03	92.1	81.8	4307.99	39.38	125.45	36.72	4.48	16.58	53.74	198.63	26.41	81.76
2017-10-04	92.86	81.8	4214.84	39.34	125.15	37.14	4.52	16.56	54.24	200.48	26.36	81.79
2017-10-05	93.19	81.74	4320.04	39.53	127.2	36.94	4.52	16.58	54.29	197.9	26.47	82.02
2017-10-06	93.29	81.65	4362.99	39.63	130	36.87	4.53	16.73	54.23	198.06	26.33	81.71
2017-10-09	93.2	81.73	4769.55	39.86	130.95	36.98	4.63	16.92	53.97	196.3	26.84	82.03
2017-10-10	93.33	81.77	4750	39.65	131	37.26	4.72	17.16	53.93	194.68	28.04	82.26
2017-10-11	93.09	81.81	4814.99	39.3	126.8	37.47	4.77	17.08	53.78	195.26	28.58	82.6
2017-10-12	92.54	81.88	5440	39.19	126.35	37.67	4.78	17.21	54.28	192.92	28.7	82.43
2017-10-13	92.34	82.05	5624.8	39.67	126.45	37.64	4.86	17.35	54.45	192.52	28.87	82.41
2017-10-16	92.46	81.97	5754.9	39.76	123.75	37.88	4.95	17.32	54.75	193.2	28.58	82.81
2017-10-17	91.41	81.98	5594	39.79	124.15	38.17	4.94	16.99	54.83	203.89	28.66	82.96
2017-10-18	91.25	81.85	5574.44	40.25	124.3	38.14	4.94	16.94	54.87	205.23	28.74	82.76
2017-10-19	92.73	81.89	5704.01	40.09	126.85	38.47	4.95	17.2	54.74	203.25	28.8	82.74
2017-10-20	92.97	81.69	5989.1	40.43	125.25	38.54	4.92	17.02	54.89	207.49	29.15	83.11
2017-10-23	92.97	81.76	5905.99	40.83	124.35	38.6	4.92	17.02	54.95	207.01	29.55	83.24
2017-10-24	93.64	81.62	5525.43	40.95	123.2	38.56	4.97	16.91	54.74	208.15	29.33	83.47
2017-10-25	93.28	81.55	5739.97	40.78	124.1	38.47	4.84	16.87	54.55	207.56	29.49	83.17
2017-10-26	93.96	81.45	5891.61	41.35	124.55	38.35	4.89	16.76	54.86	209.15	29.54	83.47
2017-10-27	93.73	81.63	5780	44.4	126.6	38.96	5.05	16.7	54.8	212.6	29.39	83.71
2017-10-30	94.07	81.82	6124.16	44.37	125.9	38.84	5.1	16.8	54.69	209.39	28.98	83.54
2017-10-31	93.86	81.77	6445.01	45.49	125.1	38.77	5.17	16.65	55.62	210.22	29.1	83.35
2017-11-01	94.25	81.65	6783.69	46.71	122.95	38.35	5.18	17.13	55.56	209.53	29.31	83.87
2017-11-02	97.85	81.73	7039.98	47.1	126.4	37.47	5.15	17.09	55.84	211.1	29.6	83.53
2017-11-03	97.84	81.8	7170.01	46.34	123.95	38.16	5.22	16.79	56.66	212.87	29.89	83.18
2017-11-06	99.09	81.86	6969.76	46.7	125.55	37.97	5.24	17.19	54.17	212.12	29.57	83.75
2017-11-07	99.18	81.89	7126.63	46.78	124.7	38.87	5.3	16.91	52.59	212.7	29.65	83.58
2017-11-08	99.09	81.83	7467.96	46.7	125.75	38.73	5.23	17.11	53.98	210.77	30.09	83.47
2017-11-09	98.95	81.75	7156	46.3	126.4	38.81	5.13	16.94	54.02	211.56	30.1	83.97
2017-11-10	99.12	81.42	6577.62	45.58	127.55	38.79	5.4	16.84	54.19	211.07	30.31	82.94
2017-11-13	99.44	81.43	6535.87	45.75	127.6	39.2	5.32	17.02	54.02	212.66	30.33	82.89
2017-11-14	99.94	81.53	6605	45.86	127.05	39.6	5.35	17.05	54.93	211.71	30.36	82.24
2017-11-15	100.38	81.72	7294	45.46	126.75	39.34	5.25	16.95	54.1	209.86	29.94	81.21
2017-11-16	99.57	81.61	7838.53	45.65	126.7	39.32	5.29	17.06	54.48	211.13	33.21	80.56
2017-11-17	100.17	81.69	7714.71	44.63	123.8	39.01	5.28	17.36	54.89	209.9	32.49	80.24
2017-11-20	100.32	81.64	8256.01	44.62	122.9	38.98	5.35	16.83	54.97	210.25	32.49	80.55
2017-11-21	99.7	81.71	8109	44.94	123.85	39.05	5.4	16.95	54.65	212.6	32.17	80.87
2017-11-22	99.3	81.88	8250	44.65	124.55	38.8	5.37	17.1	54.9	211.22	32.14	81.1
2017-11-24	99.08	81.86	8215.01	44.75	124.8	39.01	5.42	16.98	54.92	212.51	32.21	81.42
2017-11-27	99.41	81.83	9768.71	44.49	125.55	39.25	5.35	17.01	55.16	212.4	32.21	81.11
2017-11-28	100.89	81.83	9949	44.73	127.45	39.45	5.27	16.81	56.33	216.14	32.26	81.67
2017-11-29	101.96	81.63	9935.98	43.95	129.6	39.44	4.91	16.46	57.7	222.88	32.52	82.27
2017-11-30	102.66	81.51	9903	44.84	126.3	39.51	5.02	16.38	57.73	228.17	32.41	83.29
2017-12-01	103.1	81.56	10869.84	44.68	127.55	39.37	4.94	16.3	57.78	226.78	32.45	83.46
2017-12-04	103.62	81.57	11643.98	44.49	126.75	38.99	4.67	16.28	59.53	221.42	32.34	83.57
2017-12-05	102.84	81.67	11718.35	43.44	125.95	38.91	4.69	15.97	59.28	220.09	32.61	82.89
2017-12-06	102.65	81.76	14090	43.45	124.85	39.45	4.73	15.87	59.52	219.94	32.43	82.28
2017-12-07	102.11	81.65	17390.01	43.08	120.85	39.55	4.8	15.72	60.91	220.15	32.26	82.55
2017-12-08	102.5	81.62	16367.03	43.35	120.6	39.76	4.79	15.74	62.64	223.91	32.18	82.66
2017-12-11	102.37	81.56	16885.76	43.66	119	39.81	4.87	15.7	61.98	222.77	32.31	83.03
2017-12-12	103.54	81.55	17730.12	43.33	117.05	39.27	4.77	15.58	61.84	222.49	32.23	82.76
2017-12-13	103.32	81.78	16689.61	43.34	118.95	39.12	4.65	15.78	61.62	224.35	32.59	83.12
2017-12-14	102.65	81.81	16749.78	43.26	119.15	39.49	4.66	15.85	60.9	221.25	32.38	82.9
2017-12-15	103.97	81.82	17738.67	44.56	116.95	39.61	4.79	15.98	60.95	221.82	32.37	83.03
2017-12-18	104.16	81.69	19039.01	46.26	118.55	39.09	4.95	16.12	61.34	222.67	32.63	82.94
2017-12-19	104.38	81.44	17838.73	47.04	121.75	38.53	4.9	16.07	61.02	222.04	32.93	82.44
2017-12-20	104.42	81.28	16496.89	47.56	123.15	38.41	4.92	16.19	60.78	222.38	32.92	82.87
2017-12-21	104.21	81.33	15758.8	46.76	122.25	38.62	4.9	16.15	60.59	221.69	32.69	83.85
2017-12-22	104.11	81.37	14210.57	46.7	120.4	38.64	4.88	16.36	60.72	220	32.74	83.97
2017-12-26	104.34	81.24	15790.88	46.08	122.2	38.5	4.94	16.52	60.76	219.6	33.05	83.98
2017-12-27	104.6	81.49	15367.08	46.11	124.5	38.82	4.93	16.62	60.86	220.42	33.09	83.9
2017-12-28	104.91	81.44	14450.01	46.22	124.8	39.09	4.93	16.83	61.06	222.77	33.13	84.02
2017-12-29	104.71	81.57	14565.05	46.16	126.2	39.05	4.84	17.06	60.73	220.46	32.92	83.64
2018-01-02	101.92	81.34	14781.51	46.85	130.2	38.77	4.98	17.12	60.5	221.16	32.86	85.03
2018-01-03	101.98	81.41	15098.14	45.26	128.6	37.95	5.31	17.18	60.63	223.48	33.15	86.7
2018-01-04	100.8	81.37	15144.99	44.43	129.55	37.76	5.34	17.19	60.84	224.45	33.18	86.82
2018-01-05	101.87	81.26	16960.01	44.74	128.45	37.93	5.39	17.2	61.45	228.73	33.38	86.75
2018-01-08	101.39	81.27	14993.74	44.74	125.15	38.24	5.55	17.06	61.58	224.76	33.87	87.14
2018-01-09	100.94	81.03	14480.99	43.62	125.15	37.96	5.55	16.94	61.38	225.88	33.46	86.77
2018-01-10	100.43	81.04	14875.18	42.5	123.95	37.65	5.59	16.96	61.35	224.2	33.22	86.08
